file,t,lat,lon,sog,vx,vy,rng_true,brg_true,cell_m,word_c,range_c,rng_obs,brg_obs,nblob,az_ext,r_ext,compact
20230519193638.pol,1684524998,6.9041618,134.1747633,1.118,0.825,-0.645,3233.8,115.723,14.9355,2200.33,220.28,3290.0,115.694,104,14,10,1
20230519193708.pol,1684525028,6.9040006,134.1749974,1.098,0.878,-0.561,3264.9,115.809,14.9355,2199.29,222.26,3319.6,115.649,119,16,11,1
20230519193738.pol,1684525058,6.9038351,134.1752317,1.068,0.879,-0.612,3296.3,115.902,14.9355,2199.54,224.46,3352.4,115.660,122,18,10,1
20230519193808.pol,1684525088,6.9036649,134.1754675,1.045,0.862,-0.648,3328.0,115.999,14.9355,2204.84,226.53,3383.4,115.892,119,15,10,1
20230519193839.pol,1684525119,6.9035010,134.1757196,1.082,0.904,-0.538,3361.0,116.071,14.9355,2207.76,228.48,3412.5,116.021,108,13,28,0
20230519193909.pol,1684525149,6.9033451,134.1759651,1.111,0.904,-0.587,3393.0,116.132,14.9355,2209.48,230.99,3449.9,116.096,142,24,11,0
20230519193939.pol,1684525179,6.9031774,134.1762100,1.098,0.902,-0.638,3425.6,116.213,14.9355,2218.78,232.44,3471.5,116.505,108,54,11,0
20230519194009.pol,1684525209,6.9030107,134.1764546,1.117,0.917,-0.598,3458.0,116.291,14.9355,2211.04,235.11,3511.5,116.165,106,12,10,1
20230519194039.pol,1684525239,6.9028464,134.1766998,1.155,0.872,-0.608,3490.4,116.363,14.9355,2215.29,237.24,3543.3,116.351,101,14,9,1
20230519194109.pol,1684525269,6.9026901,134.1769407,1.028,0.881,-0.574,3522.0,116.425,14.9355,2214.95,239.38,3575.2,116.337,105,13,9,1
20230519194139.pol,1684525299,6.9025463,134.1771791,1.039,0.875,-0.524,3552.7,116.467,14.9355,2211.79,241.58,3608.0,116.198,133,20,10,1
20230519194209.pol,1684525329,6.9024027,134.1774182,1.094,0.874,-0.500,3583.5,116.507,14.9355,2220.97,243.25,3633.1,116.601,80,10,9,1
20230519194239.pol,1684525359,6.9022609,134.1776570,1.045,0.888,-0.521,3614.1,116.545,14.9355,2216.67,245.26,3663.1,116.412,101,13,9,1
20230519194309.pol,1684525389,6.9021196,134.1778914,0.965,0.858,-0.531,3644.4,116.584,14.9355,2214.00,247.21,3692.2,116.295,114,18,9,1
20230519194340.pol,1684525420,6.9019766,134.1781348,0.977,0.860,-0.543,3675.5,116.618,14.9355,2211.67,248.80,3716.0,116.193,128,22,32,0
20230519194410.pol,1684525450,6.9018336,134.1783646,0.893,0.829,-0.589,3705.4,116.662,14.9355,2216.12,248.57,3712.4,116.388,199,45,48,0
20230519194440.pol,1684525480,6.9016975,134.1785950,0.996,0.807,-0.561,3734.9,116.695,14.9355,2223.19,252.80,3775.7,116.699,116,37,62,0
20230519194510.pol,1684525510,6.9015393,134.1788061,0.937,0.800,-0.538,3763.7,116.775,14.9355,2220.57,255.40,3814.5,116.584,105,16,10,1
20230519194540.pol,1684525540,6.9014036,134.1790224,0.884,0.789,-0.504,3791.8,116.816,14.9355,2227.03,256.79,3835.3,116.867,103,14,10,1
20230519194610.pol,1684525570,6.9012639,134.1792289,0.893,0.695,-0.606,3819.2,116.870,14.9355,2229.60,258.54,3861.5,116.981,91,13,10,1
20230519194640.pol,1684525600,6.9010963,134.1794119,0.887,0.679,-0.611,3845.7,116.981,14.9355,2230.25,260.48,3890.4,117.009,112,15,9,1
20230519194710.pol,1684525630,6.9009320,134.1796013,0.941,0.646,-0.728,3872.6,117.082,14.9355,2237.12,262.67,3923.1,117.311,102,13,10,1
20230519194740.pol,1684525660,6.9007354,134.1797799,0.965,0.679,-0.728,3900.2,117.236,14.9355,2246.88,266.32,3977.6,117.740,95,24,65,0
20230519194810.pol,1684525690,6.9005399,134.1799716,1.048,0.758,-0.694,3929.0,117.377,14.9355,2247.41,266.49,3980.2,117.763,99,18,9,1
20230519194841.pol,1684525721,6.9003363,134.1801790,1.027,0.749,-0.758,3959.8,117.516,14.9355,2238.71,268.37,4008.3,117.381,118,17,9,1
20230519194911.pol,1684525751,6.9001377,134.1803816,1.080,0.773,-0.735,3989.9,117.649,14.9355,2248.84,270.78,4044.3,117.826,88,13,10,1
20230519194941.pol,1684525781,6.8999321,134.1805876,1.045,0.753,-0.777,4020.7,117.787,14.9355,2249.82,272.48,4069.6,117.869,109,14,10,1
20230519195011.pol,1684525811,6.8997272,134.1808026,1.067,0.821,-0.768,4052.3,117.916,14.9355,2250.70,274.61,4101.4,117.908,122,19,10,1
20230519195041.pol,1684525841,6.8995162,134.1810198,1.080,0.767,-0.811,4084.6,118.049,14.9355,2254.50,277.01,4137.3,118.075,113,16,10,1
20230519195111.pol,1684525871,6.8992969,134.1812330,1.171,0.794,-0.833,4116.8,118.195,14.9355,2258.28,279.25,4170.8,118.241,109,17,9,1
20230519195141.pol,1684525901,6.8990744,134.1814509,1.018,0.836,-0.818,4149.8,118.339,14.9355,2257.87,281.25,4200.6,118.223,123,17,9,1
20230519195211.pol,1684525931,6.8988516,134.1816735,1.187,0.831,-0.819,4183.2,118.478,14.9355,2261.88,283.36,4232.2,118.399,132,19,10,1
20230519195241.pol,1684525961,6.8986337,134.1819027,1.220,0.841,-0.808,4217.1,118.604,14.9355,2280.97,281.82,4209.0,119.238,111,54,60,0
20230519195311.pol,1684525991,6.8984066,134.1821304,1.121,0.827,-0.871,4251.3,118.741,14.9355,2267.67,288.25,4305.2,118.653,97,14,10,1
20230519195341.pol,1684526021,6.8981871,134.1823594,1.138,0.831,-0.824,4285.2,118.864,14.9355,2271.64,292.13,4363.1,118.828,100,23,65,0
20230519195412.pol,1684526052,6.8979480,134.1825892,1.215,0.748,-0.949,4320.3,119.011,14.9355,2268.28,292.63,4370.5,118.680,150,68,11,0
20230519195442.pol,1684526082,6.8976611,134.1827770,1.437,0.737,-1.049,4354.0,119.246,14.9355,2278.03,294.93,4404.9,119.109,122,16,10,1
20230519195512.pol,1684526112,6.8974182,134.1830036,1.330,0.891,-0.761,4389.1,119.394,14.9355,2283.23,296.39,4426.7,119.337,115,22,8,0
20230519195542.pol,1684526142,6.8972607,134.1832558,1.082,0.881,-0.328,4422.0,119.415,14.9355,2278.43,298.18,4453.4,119.126,84,16,7,1
20230519195612.pol,1684526172,6.8972183,134.1834804,0.763,0.764,-0.008,4445.9,119.311,14.9355,2275.12,299.22,4469.0,118.981,96,18,7,1
20230519195642.pol,1684526202,6.8972509,134.1836600,0.680,0.613,0.244,4461.4,119.146,14.9355,2268.86,300.11,4482.3,118.706,114,23,7,0
20230519195712.pol,1684526232,6.8973466,134.1838274,0.792,0.615,0.482,4472.4,118.911,14.9355,2274.50,300.44,4487.3,118.954,163,77,6,0
20230519195742.pol,1684526262,6.8975124,134.1839948,0.928,0.673,0.697,4479.8,118.590,14.9355,2267.45,300.92,4494.4,118.644,241,74,7,0
20230519195812.pol,1684526292,6.8977189,134.1841696,0.996,0.621,0.834,4485.8,118.214,14.9355,2236.14,301.17,4498.1,117.268,224,64,8,0
20230519195842.pol,1684526322,6.8979517,134.1843501,1.093,0.719,0.876,4491.3,117.802,14.9355,2234.71,301.91,4509.2,117.205,138,32,7,0
20230519195913.pol,1684526353,6.8982098,134.1845490,1.160,0.687,0.971,4497.5,117.348,14.9355,2225.85,302.56,4518.9,116.816,96,20,6,1
20230519195943.pol,1684526383,6.8984713,134.1847451,1.208,0.765,0.972,4503.5,116.892,14.9355,2210.96,302.97,4525.0,116.161,100,19,7,1
20230519200013.pol,1684526413,6.8987333,134.1849494,1.220,0.842,0.909,4510.6,116.432,14.9355,2203.37,303.78,4537.1,115.828,115,23,7,0
20230519200043.pol,1684526443,6.8989818,134.1851765,1.232,0.862,0.925,4520.9,115.977,14.9355,2192.48,304.55,4548.6,115.349,132,26,8,0
20230519200113.pol,1684526473,6.8992326,134.1854091,1.254,0.889,0.922,4531.9,115.517,14.9355,2187.53,305.76,4566.7,115.132,103,48,49,0
20230519200143.pol,1684526503,6.8994820,134.1856450,1.231,0.854,0.927,4543.6,115.060,14.9355,2174.57,305.92,4569.1,114.562,95,18,6,1
20230519200213.pol,1684526533,6.8997292,134.1858792,1.253,0.842,0.913,4555.5,114.608,14.9355,2176.77,308.62,4609.4,114.659,124,42,45,0
20230519200243.pol,1684526563,6.8999689,134.1861128,1.226,0.853,0.864,4568.0,114.169,14.9355,2162.18,309.50,4622.5,114.018,98,46,73,0
20230519200313.pol,1684526593,6.9001947,134.1863425,1.193,0.826,0.818,4581.0,113.752,14.9355,2145.96,308.51,4607.8,113.305,97,17,7,1
20230519200343.pol,1684526623,6.9004088,134.1865633,1.075,0.787,0.785,4593.9,113.357,14.9355,2147.47,309.66,4624.9,113.371,121,76,109,0
20230519200413.pol,1684526653,6.9006140,134.1867807,1.040,0.793,0.740,4607.0,112.978,14.9355,2128.98,310.26,4633.9,112.559,96,25,7,0
20230519200444.pol,1684526684,6.9008150,134.1870002,1.090,0.770,0.706,4620.7,112.605,14.9355,2122.95,311.06,4645.8,112.294,99,19,7,1
20230519200514.pol,1684526714,6.9010043,134.1872053,1.069,0.756,0.690,4633.6,112.257,14.9355,2116.46,314.29,4694.0,112.009,113,52,47,0
20230519200544.pol,1684526744,6.9011901,134.1874049,1.016,0.735,0.671,4646.2,111.918,14.9355,2101.11,312.96,4674.2,111.334,85,18,6,1
20230519200614.pol,1684526774,6.9013751,134.1876022,0.992,0.727,0.677,4658.9,111.583,14.9355,2099.25,313.97,4689.3,111.252,77,13,6,1
20230519200644.pol,1684526804,6.9015550,134.1878012,0.939,0.736,0.655,4672.0,111.255,14.9355,2089.90,314.62,4698.9,110.841,104,19,7,1
20230519200714.pol,1684526834,6.9017334,134.1879969,0.957,0.689,0.675,4685.1,110.933,14.9355,2084.18,315.13,4706.7,110.590,101,25,6,0
20230519200744.pol,1684526864,6.9019115,134.1881862,0.943,0.702,0.660,4697.6,110.616,14.9355,2073.41,316.11,4721.2,110.117,102,24,7,0
20230519200814.pol,1684526894,6.9020917,134.1883733,0.926,0.704,0.664,4709.9,110.299,14.9355,2069.01,317.25,4738.2,109.923,79,14,7,1
20230519200844.pol,1684526924,6.9022670,134.1885613,0.977,0.617,0.683,4722.7,109.990,14.9355,2065.93,318.03,4749.9,109.788,114,29,6,0
20230519200915.pol,1684526955,6.9024545,134.1887365,0.937,0.611,0.668,4733.9,109.672,14.9355,2052.35,318.93,4763.4,109.191,104,26,6,0
20230519200945.pol,1684526985,6.9026371,134.1889030,0.969,0.610,0.678,4744.4,109.366,14.9355,2050.77,319.56,4772.7,109.122,107,28,7,0
20230519201015.pol,1684527015,6.9028191,134.1890695,0.886,0.629,0.663,4755.1,109.062,14.9355,2035.68,320.14,4781.5,108.459,112,22,7,0
20230519201045.pol,1684527045,6.9029981,134.1892318,0.843,0.580,0.671,4765.6,108.765,14.9355,2031.51,320.90,4792.8,108.275,90,20,6,1
20230519201115.pol,1684527075,6.9031755,134.1893926,0.856,0.603,0.650,4776.2,108.473,14.9355,2024.90,322.80,4821.2,107.985,102,38,38,0
20230519201145.pol,1684527105,6.9033505,134.1895541,0.871,0.595,0.662,4787.0,108.184,14.9355,2024.97,322.09,4810.6,107.988,91,17,6,1
20230519201215.pol,1684527135,6.9035276,134.1897132,0.884,0.584,0.661,4797.6,107.895,14.9355,2011.94,323.08,4825.4,107.415,98,19,6,1
20230519201245.pol,1684527165,6.9037092,134.1898642,0.809,0.546,0.670,4807.3,107.604,14.9355,2000.54,324.32,4843.8,106.915,92,29,10,0
20230519201315.pol,1684527195,6.9038756,134.1900299,0.844,0.624,0.615,4819.2,107.328,14.9355,2004.06,324.41,4845.2,107.069,100,24,7,0
20230519201346.pol,1684527226,6.9040497,134.1902030,0.919,0.616,0.625,4831.8,107.042,14.9355,2003.88,325.52,4861.8,107.061,119,46,7,0
20230519201416.pol,1684527256,6.9042223,134.1903727,0.957,0.666,0.677,4844.1,106.759,14.9355,1988.12,326.20,4871.9,106.369,96,20,7,1
20230519201446.pol,1684527286,6.9044180,134.1905636,1.085,0.722,0.764,4858.1,106.441,14.9355,1984.17,327.08,4885.0,106.195,92,23,6,0
20230519201516.pol,1684527316,6.9046301,134.1907638,1.116,0.729,0.812,4872.7,106.102,14.9355,1974.59,328.19,4901.6,105.774,108,27,7,0
20230519201546.pol,1684527346,6.9048513,134.1909652,1.119,0.737,0.838,4887.4,105.752,14.9355,1962.83,329.36,4919.2,105.257,125,26,7,0
20230519201616.pol,1684527376,6.9050743,134.1911721,1.074,0.751,0.826,4902.7,105.400,14.9355,1955.45,330.28,4932.8,104.933,98,18,7,1
20230519201646.pol,1684527406,6.9053032,134.1913628,1.102,0.725,0.818,4916.4,105.049,14.9355,1948.31,331.20,4946.6,104.619,83,23,7,0
20230519201716.pol,1684527436,6.9055158,134.1915692,1.095,0.763,0.788,4932.4,104.714,14.9355,1939.77,332.61,4967.6,104.244,104,19,7,1
20230519201746.pol,1684527466,6.9057237,134.1917784,1.122,0.767,0.779,4948.9,104.387,14.9355,1935.86,333.57,4982.1,104.072,83,14,7,1
20230519201816.pol,1684527496,6.9059322,134.1919904,1.083,0.765,0.782,4965.9,104.061,14.9355,1929.65,335.05,5004.1,103.799,108,28,8,0
20230519201847.pol,1684527527,6.9061473,134.1922047,1.048,0.748,0.780,4983.2,103.727,14.9355,1921.48,336.10,5019.8,103.440,115,24,8,0
20230519201917.pol,1684527557,6.9063576,134.1924044,1.029,0.723,0.792,4999.1,103.407,14.9355,1911.68,337.03,5033.7,103.009,119,29,8,0
20230519201947.pol,1684527587,6.9065691,134.1925989,1.039,0.750,0.763,5014.7,103.088,14.9355,1909.40,337.65,5042.9,102.909,129,29,7,0
20230519202017.pol,1684527617,6.9067771,134.1927968,1.042,0.728,0.757,5030.8,102.775,14.9355,1895.92,339.26,5067.0,102.317,105,18,7,1
20230519202047.pol,1684527647,6.9069856,134.1929931,1.020,0.732,0.771,5046.9,102.463,14.9355,1890.37,340.47,5085.1,102.073,104,19,7,1
20230519202117.pol,1684527677,6.9071918,134.1931923,1.068,0.718,0.780,5063.5,102.156,14.9355,1879.09,341.47,5100.0,101.577,95,18,7,1
20230519202147.pol,1684527707,6.9074013,134.1933871,1.023,0.725,0.765,5079.7,101.848,14.9355,1874.15,342.58,5116.6,101.360,120,22,8,0
20230519202217.pol,1684527737,6.9076092,134.1935863,1.021,0.710,0.776,5096.6,101.542,14.9355,1869.34,343.55,5131.0,101.149,109,20,7,1
20230519202247.pol,1684527767,6.9078163,134.1937783,1.112,0.728,0.743,5112.8,101.242,14.9355,1853.97,341.23,5096.4,100.473,115,46,86,0
20230519202317.pol,1684527797,6.9080142,134.1939832,1.045,0.758,0.759,5130.8,100.951,14.9355,1862.12,345.69,5163.0,100.832,97,23,7,0
20230519202348.pol,1684527828,6.9082194,134.1941975,1.068,0.767,0.735,5149.8,100.651,14.9355,1849.96,347.62,5191.9,100.297,90,16,7,1
20230519202418.pol,1684527858,6.9084204,134.1944079,1.082,0.774,0.758,5168.6,100.360,14.9355,1844.48,349.29,5216.8,100.056,104,18,80,0
20230519202448.pol,1684527888,6.9086234,134.1946178,1.058,0.760,0.772,5187.4,100.068,14.9355,1829.09,348.75,5208.7,99.380,110,42,20,0
20230519202518.pol,1684527918,6.9088309,134.1948251,1.119,0.753,0.776,5206.0,99.774,14.9355,1827.89,351.12,5244.1,99.327,112,21,8,0
20230519202548.pol,1684527948,6.9090437,134.1950311,1.227,0.751,0.790,5224.4,99.476,14.9355,1818.21,352.52,5265.0,98.902,106,19,7,1
20230519202618.pol,1684527978,6.9092614,134.1952276,1.108,0.779,0.745,5242.0,99.175,14.9355,1815.29,355.96,5316.5,98.774,99,14,20,1
20230519202648.pol,1684528008,6.9094656,134.1954357,1.048,0.758,0.750,5261.1,98.891,14.9355,1808.97,355.42,5308.4,98.496,111,46,22,0
20230519202718.pol,1684528038,6.9096690,134.1956431,1.149,0.773,0.756,5280.3,98.610,14.9355,1805.50,355.94,5316.1,98.343,100,18,8,1
20230519202748.pol,1684528068,6.9098740,134.1958517,1.119,0.781,0.753,5299.8,98.328,14.9355,1800.25,357.58,5340.7,98.112,97,19,8,1
20230519202818.pol,1684528098,6.9100787,134.1960639,1.111,0.802,0.752,5319.7,98.049,14.9355,1789.56,358.88,5360.0,97.643,109,18,8,1
20230519202849.pol,1684528129,6.9102910,134.1962855,1.046,0.778,0.768,5340.7,97.761,14.9355,1782.60,360.57,5385.4,97.337,80,15,8,1
20230519202919.pol,1684528159,6.9104974,134.1964976,1.094,0.771,0.780,5360.9,97.484,14.9355,1774.79,361.96,5406.0,96.994,68,22,8,0
20230519202949.pol,1684528189,6.9107024,134.1967083,1.037,0.760,0.763,5381.1,97.211,14.9355,1773.53,363.04,5422.2,96.938,107,20,8,1
20230519203019.pol,1684528219,6.9109114,134.1969169,1.108,0.781,0.765,5401.1,96.935,14.9355,1768.03,364.56,5444.9,96.697,118,25,9,0
20230519203049.pol,1684528249,6.9111190,134.1971234,1.144,0.752,0.771,5421.0,96.664,14.9355,1748.98,362.12,5408.5,95.860,112,33,53,0
20230519203119.pol,1684528279,6.9113245,134.1973278,1.038,0.764,0.739,5440.8,96.397,14.9355,1749.83,367.11,5483.0,95.897,108,53,9,0
20230519203149.pol,1684528309,6.9115260,134.1975300,1.034,0.746,0.725,5460.6,96.137,14.9355,1747.35,368.45,5502.9,95.788,110,25,9,0
20230519203219.pol,1684528339,6.9117229,134.1977279,0.971,0.730,0.735,5480.1,95.885,14.9355,1743.49,369.75,5522.5,95.618,122,26,8,0
20230519203249.pol,1684528369,6.9119195,134.1979236,1.020,0.746,0.723,5499.4,95.635,14.9355,1736.74,370.94,5540.1,95.321,114,20,8,1
20230519203320.pol,1684528400,6.9121244,134.1981218,1.047,0.684,0.747,5519.0,95.377,14.9355,1728.10,372.23,5559.4,94.942,117,26,8,0
20230519203350.pol,1684528430,6.9123201,134.1983137,0.964,0.719,0.716,5538.1,95.132,14.9355,1730.08,375.49,5608.1,95.029,106,48,69,0
20230519203420.pol,1684528460,6.9125119,134.1985058,1.047,0.704,0.702,5557.4,94.893,14.9355,1725.68,374.91,5599.5,94.836,114,24,8,0
20230519203450.pol,1684528490,6.9126990,134.1986994,0.973,0.712,0.695,5577.0,94.661,14.9355,1713.49,375.38,5606.5,94.300,110,45,33,0
20230519203520.pol,1684528520,6.9128865,134.1988941,1.026,0.721,0.696,5596.8,94.430,14.9355,1711.16,376.62,5625.0,94.197,102,19,63,0
20230519203550.pol,1684528550,6.9130726,134.1990917,1.042,0.736,0.682,5617.0,94.202,14.9355,1706.28,379.03,5660.9,93.983,114,25,9,0
20230519203620.pol,1684528580,6.9132583,134.1992926,1.019,0.749,0.683,5637.7,93.976,14.9355,1698.05,380.38,5681.2,93.621,84,15,7,1
20230519203650.pol,1684528610,6.9134442,134.1994960,0.968,0.733,0.703,5658.7,93.751,14.9355,1693.28,381.91,5703.9,93.412,111,18,8,1
20230519203720.pol,1684528640,6.9136326,134.1996930,1.027,0.721,0.706,5679.1,93.526,14.9355,1689.60,382.95,5719.6,93.250,99,16,8,1
20230519203750.pol,1684528670,6.9138174,134.1998911,0.955,0.700,0.703,5699.7,93.306,14.9355,1675.56,380.00,5675.5,92.633,122,53,64,0
20230519203821.pol,1684528701,6.9140085,134.2000896,1.001,0.709,0.687,5720.4,93.080,14.9355,1681.12,379.65,5670.2,92.877,129,19,73,0
20230519203851.pol,1684528731,6.9141904,134.2002820,0.967,0.723,0.665,5740.6,92.867,14.9355,1673.24,387.09,5781.4,92.531,105,17,8,1
20230519203921.pol,1684528761,6.9143700,134.2004743,1.035,0.736,0.641,5760.9,92.658,14.9355,1660.17,384.47,5742.2,91.957,96,82,44,0
20230519203951.pol,1684528791,6.9145474,134.2006672,0.967,0.712,0.648,5781.3,92.453,14.9355,1671.70,389.84,5822.4,92.463,100,16,8,1
20230519204021.pol,1684528821,6.9147221,134.2008659,0.932,0.763,0.633,5802.5,92.252,14.9355,1664.20,391.25,5843.5,92.134,101,15,8,1
20230519204051.pol,1684528851,6.9148968,134.2010652,0.953,0.699,0.667,5823.7,92.052,14.9355,1658.51,392.92,5868.4,91.884,91,14,8,1
20230519204121.pol,1684528881,6.9150731,134.2012593,1.020,0.718,0.654,5844.5,91.852,14.9355,1656.30,394.00,5884.6,91.786,88,16,8,1
20230519204151.pol,1684528911,6.9152495,134.2014550,0.969,0.717,0.654,5865.5,91.654,14.9355,1642.93,391.97,5854.2,91.199,103,27,49,0
20230519204221.pol,1684528941,6.9154251,134.2016508,0.968,0.729,0.646,5886.6,91.457,14.9355,1641.74,394.07,5885.7,91.147,108,16,42,0
20230519204251.pol,1684528971,6.9156009,134.2018520,0.969,0.725,0.681,5908.4,91.262,14.9355,1615.95,389.03,5810.3,90.013,116,50,68,0
20230519204322.pol,1684529002,6.9157854,134.2020573,0.975,0.742,0.643,5930.6,91.059,14.9355,1635.64,401.07,5990.2,90.879,107,15,45,0
20230519204352.pol,1684529032,6.9159603,134.2022564,0.946,0.735,0.653,5952.3,90.868,14.9355,1630.14,401.22,5992.4,90.637,74,13,9,1
20230519204422.pol,1684529062,6.9161400,134.2024444,0.919,0.699,0.673,5972.8,90.673,14.9355,1621.37,397.32,5934.2,90.251,101,34,66,0
20230519204452.pol,1684529092,6.9163246,134.2026316,0.964,0.689,0.686,5993.3,90.474,14.9355,1622.27,404.11,6035.6,90.291,95,16,8,1
20230519204522.pol,1684529122,6.9165117,134.2028194,0.992,0.701,0.686,6013.9,90.274,14.9355,1617.19,401.11,5990.8,90.068,109,29,86,0
20230519204552.pol,1684529152,6.9166971,134.2030103,0.970,0.690,0.706,6035.0,90.077,14.9355,1608.64,401.50,5996.6,89.692,103,32,85,0
20230519204622.pol,1684529182,6.9168788,134.2031966,0.973,0.607,0.701,6055.6,89.885,14.9355,1604.50,408.22,6096.9,89.510,103,18,8,1
20230519204652.pol,1684529212,6.9170655,134.2033702,0.913,0.621,0.695,6074.8,89.690,14.9355,1597.45,405.20,6051.8,89.201,99,34,51,0
20230519204722.pol,1684529242,6.9172525,134.2035403,0.991,0.615,0.715,6093.8,89.495,14.9355,1599.01,410.81,6135.6,89.269,95,15,8,1
20230519204752.pol,1684529272,6.9174467,134.2037070,0.944,0.619,0.718,6112.4,89.294,14.9355,1595.13,412.08,6154.7,89.098,101,16,8,1
20230519204823.pol,1684529303,6.9176433,134.2038818,0.906,0.639,0.691,6132.0,89.092,14.9355,1588.22,413.37,6173.9,88.795,99,25,9,0
20230519204853.pol,1684529333,6.9178336,134.2040496,0.997,0.618,0.699,6150.9,88.897,14.9355,1584.15,414.74,6194.3,88.616,96,17,8,1
20230519204923.pol,1684529363,6.9180216,134.2042197,0.994,0.637,0.681,6170.2,88.706,14.9355,1582.27,415.23,6201.6,88.534,95,58,82,0
20230519204953.pol,1684529393,6.9182050,134.2043933,1.022,0.646,0.679,6189.8,88.521,14.9355,1578.76,408.72,6104.4,88.379,82,15,92,0
20230519205023.pol,1684529423,6.9183925,134.2045657,0.871,0.638,0.691,6209.5,88.333,14.9355,1573.42,418.90,6256.5,88.145,97,15,8,1
20230519205053.pol,1684529453,6.9185795,134.2047404,0.891,0.638,0.710,6229.4,88.147,14.9355,1567.86,419.76,6269.3,87.900,117,20,8,1
20230519205123.pol,1684529483,6.9187720,134.2049132,0.991,0.626,0.723,6249.2,87.956,14.9355,1565.36,421.25,6291.6,87.790,88,13,8,1
20230519205153.pol,1684529513,6.9189663,134.2050904,0.968,0.658,0.721,6269.6,87.765,14.9355,1555.82,415.11,6199.9,87.371,114,24,70,0
20230519205223.pol,1684529543,6.9191611,134.2052694,1.046,0.667,0.727,6290.2,87.575,14.9355,1550.54,420.28,6277.1,87.139,96,38,96,0
20230519205253.pol,1684529573,6.9193591,134.2054517,0.960,0.677,0.744,6311.3,87.383,14.9355,1551.38,424.36,6338.0,87.176,84,20,52,0
20230519205324.pol,1684529604,6.9195658,134.2056417,1.037,0.686,0.747,6333.4,87.183,14.9355,1553.91,425.62,6356.9,87.287,90,31,33,0
20230519205354.pol,1684529634,6.9197721,134.2058250,0.957,0.680,0.776,6354.8,86.985,14.9355,1539.22,428.85,6405.1,86.641,97,16,8,1
20230519205424.pol,1684529664,6.9199828,134.2060089,1.020,0.677,0.811,6376.4,86.785,14.9355,1534.68,422.06,6303.6,86.442,79,39,108,0
20230519205454.pol,1684529694,6.9202002,134.2061949,1.047,0.667,0.830,6398.3,86.579,14.9355,1533.88,431.49,6444.5,86.407,86,14,7,1
20230519205524.pol,1684529724,6.9204213,134.2063784,1.082,0.625,0.860,6420.0,86.370,14.9355,1531.20,432.99,6466.9,86.289,92,15,8,1
20230519205554.pol,1684529754,6.9206415,134.2065614,1.054,0.678,0.812,6441.8,86.164,14.9355,1530.11,434.28,6486.2,86.241,87,14,8,1
20230519205624.pol,1684529784,6.9208538,134.2067516,1.065,0.699,0.789,6464.4,85.967,14.9355,1518.08,436.16,6514.3,85.713,71,10,8,1
20230519205654.pol,1684529814,6.9210656,134.2069427,1.066,0.702,0.781,6487.2,85.773,14.9355,1519.67,437.07,6527.9,85.782,84,12,8,1
20230519205724.pol,1684529844,6.9212796,134.2071236,1.044,0.737,0.725,6508.9,85.577,14.9355,1511.43,439.19,6559.5,85.420,94,13,9,1
20230519205754.pol,1684529874,6.9214788,134.2073183,1.053,0.739,0.718,6532.1,85.397,14.9355,1491.45,431.80,6449.2,84.542,113,56,88,0
20230519205824.pol,1684529904,6.9216781,134.2075149,1.057,0.712,0.740,6555.6,85.219,14.9355,1508.41,441.82,6598.8,85.288,78,12,8,1
20230519205855.pol,1684529935,6.9218839,134.2077158,1.070,0.723,0.725,6579.6,85.037,14.9355,1497.25,443.85,6629.1,84.797,106,17,8,1
20230519205925.pol,1684529965,6.9220828,134.2079113,0.962,0.715,0.740,6603.1,84.861,14.9355,1498.66,445.24,6649.8,84.859,91,17,9,1
20230519205955.pol,1684529995,6.9222789,134.2081034,0.974,0.720,0.714,6626.2,84.690,14.9355,1494.04,446.75,6672.5,84.656,99,15,8,1
20230519210025.pol,1684530025,6.9224754,134.2082886,0.992,0.688,0.724,6648.7,84.518,14.9355,1489.83,447.95,6690.3,84.471,109,18,8,1
20230519210055.pol,1684530055,6.9226706,134.2084744,0.995,0.653,0.736,6671.2,84.350,14.9355,1487.71,449.70,6716.5,84.378,91,14,8,1
20230519210125.pol,1684530085,6.9228669,134.2086571,0.966,0.695,0.712,6693.5,84.180,14.9355,1473.29,445.02,6646.7,83.744,82,59,103,0
20230519210155.pol,1684530115,6.9230610,134.2088443,0.987,0.652,0.733,6716.3,84.015,14.9355,1477.81,452.84,6763.4,83.943,103,16,9,1
20230519210225.pol,1684530145,6.9232541,134.2090268,0.926,0.674,0.716,6738.6,83.851,14.9355,1474.82,454.36,6786.1,83.811,93,12,9,1
20230519210255.pol,1684530175,6.9234455,134.2092074,0.968,0.622,0.743,6760.7,83.690,14.9355,1492.12,448.33,6696.0,84.572,98,54,65,0
20230519210325.pol,1684530205,6.9236338,134.2093894,1.000,0.689,0.698,6783.1,83.532,14.9355,1469.12,457.07,6826.5,83.561,95,16,8,1
20230519210356.pol,1684530236,6.9238259,134.2095856,0.977,0.716,0.681,6807.0,83.374,14.9355,1462.15,459.05,6856.2,83.254,96,17,8,1
20230519210426.pol,1684530266,6.9240069,134.2097843,0.961,0.760,0.660,6831.2,83.227,14.9355,1462.32,460.36,6875.7,83.262,87,15,7,1
20230519210456.pol,1684530296,6.9241907,134.2099840,1.011,0.738,0.680,6855.6,83.079,14.9355,1449.15,457.58,6834.1,82.684,104,51,89,0
20230519210526.pol,1684530326,6.9243771,134.2101854,0.951,0.725,0.719,6880.2,82.930,14.9355,1454.41,464.00,6930.1,82.915,82,14,8,1
